VALUE_SET_CODE,ACCOUNT_TYPE,VALUE,DESCRIPTION,ENABLED_FLAG,START_DATE_ACTIVE,END_DATE_ACTIVE,CREATION_DATE,UPDATED_DATE
"KOJ Store",,10130293,"MIK  Riyadh  Hayat Mall 2",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10130294,"MIK  Dammam  Nakheel Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10130296,"Mik  Madinah  Dakheel Centre 2",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10140001,"NBS  Jeddah  Hijaz Plaza 2",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10140002,"NBS  Jeddah  Najjar Centre",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10140003,"NBS  Jeddah  Haifa Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10140004,"NBS  Jeddah  Jammah Plaza",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10140005,"NBS  Jeddah  Herra Avenue",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10140006,"NBS  Jeddah  Aziz Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10160001,"NYR  Jeddah  Mall Of ArabiaDDAH",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10170001,"LIF  Jeddah  Mall Of Arabia Closed",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10170002,"LIF  Dhahran  Mall Of Dhahran Closed",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10170003,"LIF  Riyadh  Sahara Mall Closed",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10180001,"BEB  Jeddah  Mall Of Arabia",N,,,2020-12-02T00:00:00.000+00:00,2021-10-19T00:00:00.000+00:00
"KOJ Store",,10180002,"BEB  Dhahran  Mall Of Dhahran",N,,,2020-12-02T00:00:00.000+00:00,2021-10-19T00:00:00.000+00:00
"KOJ Store",,10180003,"BEB  Madinah  Al Noor Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10180004,"BEB  Riyadh  Sahara Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-10-19T00:00:00.000+00:00
"KOJ Store",,10180005,"BEB  Jeddah  Tahlia St Closed",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10180006,"BEB  Riyadh  Panorama Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10180007,"BEB  Riyadh  Kingdom Centre",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10180008,"BEB  Jeddah  Salam Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10180009,"BEB  Jeddah  Red Sea Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10190001,"LST  Jeddah  Mall Of Arabia",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10190002,"LST  Riyadh  Panorama Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10190003,"LST  Hassah  Hofuf Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10190004,"LST  Jeddah  Haifa Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10190005,"LST  Makkah  Makkah Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10190006,"LST  Riyadh  Kingdom Centre",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10190007,"LST  Jeddah  Aziz Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10200001,"ULP  Jeddah  Mall Of Arabia",N,,,2020-12-02T00:00:00.000+00:00,2021-10-19T00:00:00.000+00:00
"KOJ Store",,10200002,"ULP  Jeddah  Al Andalus Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10200003,"ULP  Dammam  Othaim Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10200004,"ULP  Riyadh  Sahara Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-10-19T00:00:00.000+00:00
"KOJ Store",,10200005,"ULP  Dhahran  Mall Of Dhahran",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10200006,"ULP  Jeddah  Andalus Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-10-19T00:00:00.000+00:00
"KOJ Store",,10200007,"ULP  Jeddah  Haifa Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10200008,"ULP  Makkah  Makkah Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10200009,"ULP  Jeddah  Aziz Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10210001,"SOI  Jeddah  Mall Of Arabia",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10210002,"SOI  Madinah  Aliat Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10210003,"SOI  Jeddah  Herra Avenue",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10210004,"SOI  Jeddah  Aziz Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10210005,"SOI  Riyadh  Panorama Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10210006,"SOI  Jeddah  Salam Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10210007,"SOI  Jizan  Kadi Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10210008,"SOI  Makkah  Makkah Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10210009,"SOI  Arar  Arar Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10210010,"SOI  Khamis  Khamis Mushayt Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10210011,"SOI  Hafer Al Batin  Hafer Al Batin Ma",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10210012,"SOI  Buraidah  Nakheel Plaza",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,11110075,"ELC  Dubai  Wasl Vita",Y,,2021-09-30T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-09-19T00:00:00.000+00:00
"KOJ Store",,11110076,"ELC  RAK  Al Naeem Mall",Y,,2021-09-30T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-09-19T00:00:00.000+00:00
"KOJ Store",,11110077,"ELC  Dubai  Mall of Arabia",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110078,"ELC  Dubai  Meaisem City Centre",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110079,"ELC  Abu Dhabi  Abu Dhabi Mall 2",Y,,2021-10-31T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-10-28T00:00:00.000+00:00
"KOJ Store",,11110080,"ELC  Dubai  The Circle Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110081,"ELC  Dubai  Al Khail Avenue Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110082,"ELC  Dubai  Mirdif City Centre2",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110085,"ELC  Dubai  Golden Mile",Y,,2020-11-01T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11110086,"ELC  Sharjah  Sharjah City Centre",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110087,"ELC  Dubai  Burjuman",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110088,"ELC  Abu Dhabi  Dalma Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110089,"ELC  Abu Dhabi  Reem Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110090,"ELCAJMANAJMAN CITY CENTRE 2",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110091,"ELC  DUBAI  THE SPRINGS SOUK",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110092,"ELC  DUBAI  DUBAI HILLS MALL",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110093,"ELC  Dubai  Marina Mall 2",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110094,"ELC  Dubai  Khawaneej Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120000,"NAY  UAE  Stores",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120001,"NAY  RAK  Manar Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120002,"NAY  Abu Dhabi  Marina Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120003,"NAY  Abu Dhabi  Abu Dhabi Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120004,"NAY  Al Ain  Jimi Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120005,"NAY  Sharjah  Sharjah City Centre",Y,,2017-08-15T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11120006,"NAY  Sharjah  Mega Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120007,"NAY  Ajman  Ajman City Centre",Y,,2017-12-22T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11120008,"NAY  Al Ain  Al Ain Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120009,"NAY  Dubai  Mercato Mall",Y,,2016-02-17T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11120010,"NAY  Dubai  Al Ghurair Centre",Y,,2014-04-10T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11120011,"NAY  Dubai  Wafi City closed",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120012,"NAY  Dubai  Lamcy Plaza",N,,,2020-12-02T00:00:00.000+00:00,2021-05-31T00:00:00.000+00:00
"KOJ Store",,11120013,"NAY  Dubai  Ibn Battuta Mall Closed",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120014,"NAY  Dubai  Mall Of The Emirates",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120015,"NAY  Dubai  Century Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120016,"NAY  Sharjah  Closed",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120017,"NAY  Dubai  Bin Sougat Centre",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120018,"NAY  Dubai  Reef Mall Closed",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120019,"NAY  Sharjah  Ansar Mall Closed",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120020,"NAY  Al Ain  Al Ain Town Centre",Y,,2014-08-26T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11120021,"NAY  Dubai  Uptown Mirdif Mall Closed",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120022,"NAY  Kalba  Sharjah CoOp",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120023,"NAY  Dubai  Dubai Festival City",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120025,"NAY  Dubai  Time Square Closed",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120026,"NAY  Abu Dhabi  Al Wahda Mall",Y,,2021-10-31T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-10-28T00:00:00.000+00:00
"KOJ Store",,11120027,"NAY  Abu Dhabi  Raha Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120028,"NAY  Dhaid  Sharjah CoOp",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120029,"NAY  Dubai  Outlet Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120030,"NAY  RAK  AL NAEEM CITY CENTER",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120031,"NAY  Abu Dhabi  Khalidiya Mall",Y,,2015-07-03T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11120033,"NAY  Sharjah  Mega Mall BTY Closed",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120034,"NAY  Abu Dhabi  9712 Mall Abu Dhabi",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120035,"NAY  Abu Dhabi  Dalma Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120036,"NAY  Dubai  Dubai Mall",Y,,2019-01-12T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11120037,"NAY  Dubai  Arabian Centre",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120038,"NAY  Sharjah  Sahara Centre",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11120039,"NAY  Dubai  Audit",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230014,"MHR  Hassah  Othaim Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10230015,"MHR  Makkah  Hijaz Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230016,"MHR  Taif  Joury Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230017,"MHR  Jubail  Al Jubai Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230018,"MHRBuraidahNakheel Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10230019,"MHR  Dawadmi  Dawadmi Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230021,"MHR  Dhahran  Mall Of Dhahran",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230022,"MHR  Madina  Rashid Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230023,"MHR  Jizan  Rashid Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230024,"MHR  Jeddah  Heraa International",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230025,"MHR  Hasaa  Hafouf Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230026,"MHR  Tabouk  Milagro Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230027,"MHR  Madina  Dakheel",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230028,"MHR  Jeddah  Yasmen Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230029,"MHR  Makkah  Souk Al Diyafa",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230030,"MHR  Jizan  Kadi Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230031,"MHR  Riyadh  Park Mall Riyadh",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230032,"MHR  TABOUK  PARK MALL",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230033,"MHR  Makkah  Majaz Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230034,"MHR  Dammam  Dareen Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230035,"MHRRIYADHAL SALAM PLAZA",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230036,"MHR  JEDDAH  RED SEA MALL",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230037,"MHR  RIYADH  PANORAMA",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230038,"MHR JEDDAH PARK",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230039,"MHR RIYADH KHURAIS MALL",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230040,"MHR  Jeddah  Mall of Arabia",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230041,"MHR  Riyadh  Al Hamra Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230042,"MHRMADINAHAL NOOR MALL",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230043,"MHR  RIYADH  GRANADA CENTRE",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230044,"MHR  JEDDAH  ETOILE MALL",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230045,"MHRDAMMAMNAKHEEL MALL",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230046,"MHR  RIYADH  HUMAID CENTER",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230047,"MHR  Khobar  Al Gosaibi Village",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230048,"MHR  Riyadh  Al Malqa Plaza",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230049,"MHRMAKKAHAL TASAN PLAZA",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230050,"MHR  Madinah  Aliat Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230051,"MHR  Riyadh  Hayat  Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230052,"MHR  TAIF  SHIHAR CENTRE",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230053,"MHR  Jeddah  Aziz Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-08T00:00:00.000+00:00
"KOJ Store",,10230054,"MHR  Jubail  Galleria Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10230055,"MHR  Riyadh  Gallery Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10230056,"MHR  JEDDAH  TAILORING HUB",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10240001,"NAM  Jeddah  Salam Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10240002,"NAM  Jeddah  Aziz Mall",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10240003,"NAM  Jeddah  Andalus Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10240004,"NAM  Jeddah  Yasmen Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10240006,"NAM  MAKKAH  MAKKAH MALL",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10240007,"NAM  DHARAN  MALL OF DHARAN",Y,,2021-08-31T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-10-19T00:00:00.000+00:00
"KOJ Store",,10240008,"NAM  ABHA  AL RASHID MALL",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10240009,"NAM  Taif  Joury Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10240010,"NAM  Jeddah  Mall of Arabia",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10240011,"NAM  Jeddah  Red Sea Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10240012,"NAM  Dammam  Nakheel Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10240013,"NAM  Jeddah  Al Salam Mall 2",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10240014,"NAM  Jeddah  Aziz Mall 2",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10240016,"MOD  RIYADH  GALLERY MALL",Y,,,2020-12-02T00:00:00.000+00:00,2021-01-06T00:00:00.000+00:00
"KOJ Store",,10260001,"MNX  Jeddah  Salam Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10280001,"LGO  Jeddah  Red Sea Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10280004,"LGO  Riyadh  Granada Center",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10280009,"LGO  Riyadh  Park Mall Riyadh",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11000100,"UAE AREA1",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11000200,"UAE AREA2",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11000300,"UAE AREA3",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11007001,"UAE  ABU DHABI",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11007002,"UAE  AJMAN",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11007003,"UAE  DUBAI",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11007004,"UAE  FUJAIRAH",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11007005,"UAE  RAS AL KHAIMA",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11007006,"UAE  SHARJAH",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11007007,"UAE  UMM AL QUWAIN",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110000,"ELC UAE STORES",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110001,"ELC  Dubai  Deira City Centre",Y,,2021-09-30T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-09-19T00:00:00.000+00:00
"KOJ Store",,11110002,"ELC  Dubai  Spinneys Centre  Umm Suqu",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11110003,"ELC  Ajman  Ajman City Centre",Y,,2017-04-25T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11110004,"ELC  Abu Dhabi  Fotouh Al Khair",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
