VALUE_SET_CODE,ACCOUNT_TYPE,VALUE,DESCRIPTION,ENABLED_FLAG,START_DATE_ACTIVE,END_DATE_ACTIVE,CREATION_DATE,UPDATED_DATE
"KOJ Store",,99999999,"Default Store",Y,,,2020-12-01T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10135006,"MIK  KSA  Amazoncom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10135007,"MIK  KSA  Golden Scentcom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10135008,"MIK  KSA  NoorZafir",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10135009,"MIK  KSA  JoiGifts",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10135010,"MIK  KSA  6th Street",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10138001,"MIK  KSA 3rd Party  Panda Pharmacy",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10138002,"MIK  3RD PARTY  TR SKYSALES magazine",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10138003,"MIK  KSA 3rd Party  Madina Airport",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10138004,"MIK  KSA 3rd Party  Lagardere",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10138005,"MIK  KSA 3rd Party  Souq",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10138006,"MIK  KSA 3rd Party  Nisnas",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10138007,"MIK  KSA 3rd Party  MAF",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10138008,"MIK  KSA 3rd Party  Lifestyle Landmark",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10138009,"MIK  KSA 3rd Party  Jollychic",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10138010,"MIK  KSA 3rd Party  Noon Retail",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10138011,"MIK  KSA 3rd Party  TR SKYSALES Shop",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10139998,"KSA â€“ MIK New Channels",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10235002,"MHR  KSA Online  6thstreetcom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10235003,"MHR  KSA â€“ NoorZafir",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10235004,"MHR  KSA  JoiGifts",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10235005,"MHR  KSA  Namshi",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10238002,"MHR  KSA Online  Resal",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10238003,"MHR  KSA 3rd party  Golden Scent",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10238004,"MHR  KSA Online  Nooncom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10238005,"MHR  KSA Online  Souqcom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10238006,"MHR  KSA Online  Namshi",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10238007,"MHR  KSA Online  JOI",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10238008,"MHR  KSA 3rd Party  Debenhams Bin Homr",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10238009,"MHR  KSA 3rd Party  Jollychic",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10245002,"NAM  KSA  Namshicom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10245003,"NAM  KSA  Nisnasscom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10245004,"NAM  KSA  Nooncom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10245005,"NAM  KSA  Souqcom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10245006,"NAM  KSA  Kulcom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10245007,"NAM  KSA  SIVVIcom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,15114001,"BHD ELC Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,15124001,"BHD NAY Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,15134001,"BHD MIK Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,15184001,"BHD BEB Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,15204001,"BHD ULA Warehouse",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,16104001,"TBS  Morocco  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,16124001,"NAY  Morocco  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10105005,"TBS  KSA Online  Ecommerce",Y,,2021-09-30T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-10-03T00:00:00.000+00:00
"KOJ Store",,10105007,"TBS  KSA  VURTUAL ECOMMERCE",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10115003,"ELC  KSA  ToySchoolcom",Y,,2021-09-30T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-09-26T00:00:00.000+00:00
"KOJ Store",,10115008,"ELC  KSA  VIRTUAL ECOMMERCE",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10125001,"NAY  KSA Online  Ecommerce",Y,,2021-09-30T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-09-28T00:00:00.000+00:00
"KOJ Store",,10125005,"NAY  KSA Online  Virtual Ecommerce",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10135001,"MIK  KSA Online  Ecommerce",Y,,2021-08-10T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-08-09T00:00:00.000+00:00
"KOJ Store",,10135011,"MIK  KSA  VIRTUAL ECOMMERCE",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10235006,"MHR  KSA  VIRTUAL ECOMMERCE",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10238001,"MHR  KSA Online  Ecommerce",Y,,2021-10-31T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-10-31T00:00:00.000+00:00
"KOJ Store",,10245001,"NAM  KSA Online  Ecommerce",Y,,2021-07-05T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-07-04T00:00:00.000+00:00
"KOJ Store",,10285001,"LGO  KSA Online  Ecommerce",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11115001,"ELC  Dubai  OnLine",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11115002,"ELC  UAE Online  Ecommerce",Y,,2021-09-30T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-09-19T00:00:00.000+00:00
"KOJ Store",,11130064,"MIK  Dubai  Mirdif City Centre",Y,,2013-12-23T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130065,"MIK  Korfakkan  Sharjah CoOp",Y,,2020-01-06T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130066,"MIK  Fujairah  Century Mall",Y,,2017-04-12T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130067,"MIK  Dubai  Barsha Mall",Y,,2014-12-26T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130068,"MIK  Dubai  Mall Of The Emirates  2",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11130069,"MIK  Abu Dhabi  Al Wahda Mall  Kiosk",Y,,2013-01-31T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130070,"MIK  Ajman  Ajman City Centre",Y,,2016-12-11T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130071,"MIK  Dubai  Madinah Mall",Y,,2017-05-31T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130072,"MIK  Abu Dhabi  Bawabat Al Sharq Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11130073,"MIK  Fujairah  Fujairah City Centre",Y,,2020-02-05T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130074,"MIK  Abu Dhabi  City Mall",Y,,2017-09-01T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130075,"MIK  Qarayen  Sharjah CoOp",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11130076,"MIK  Abu Dhabi  Deerfields Town Square",Y,,2020-11-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130077,"MIK  Abu Dhabi  Yas Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11130078,"MIK  Dhaid  Sharjah CoOp Closed",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11130079,"MIK  Abu Dhabi  Al Wahda Mall  2",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11130080,"MIK  Sharjah  Matajer Mall",Y,,2017-03-01T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130081,"MIK  RAK  Rak Mall",Y,,2015-03-03T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130082,"MIK  Dubai  Safa Coop",Y,,2015-07-23T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130083,"MIK  Dubai  Mall Of Arabia",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11130084,"MIK  Dubai  The Dubai Mall2",Y,,2015-02-04T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130085,"MIK  Al Ain  Wahat Hili Mall",Y,,2018-03-01T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130086,"MIK  Al Ain  Al Foah Mall Kiosk",Y,,2013-09-04T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130087,"MIK  Fujairah  Lulu Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11130088,"MIK  Al Ruwais  Al Ruwais Mall",Y,,2021-11-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-11-02T00:00:00.000+00:00
"KOJ Store",,11130089,"MIK  Umm Al Quwain  Carrefour Market",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11130090,"MIK  Sharjah  Mega Mall Kiosk",Y,,2014-08-11T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130091,"MIK  Dubai  Mirdif City Centre2",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11130092,"MIK  Abu Dhabi  World Trade Centre",Y,,2019-10-23T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130093,"MIK  Abu Dhabi  Mushrif Mall",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11130094,"MIK  Sharjah  Sahara Centre2",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11130095,"MIK  Abu Dhabi  Mushrif Mall",Y,,2018-02-22T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130096,"MIK  Abu Dhabi  Mall Al Shamkha",Y,,2021-07-31T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-07-28T00:00:00.000+00:00
"KOJ Store",,11130097,"MIK  Ajman  City Life Mall",Y,,2018-02-25T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130098,"MIK  Dubai  Ibn Battuta Mall  2",Y,,2019-04-28T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-10T00:00:00.000+00:00
"KOJ Store",,11130099,"MIK  RAK  Al Naeem Mall",Y,,2020-02-18T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-05-11T00:00:00.000+00:00
"KOJ Store",,11130100,"MIK  Al Ain Bawadi Mall 2",Y,,2021-06-20T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-06-17T00:00:00.000+00:00
"KOJ Store",,10194001,"LST  Jeddah  Warehouse",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10204001,"ULP  Jeddah  Warehouse",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10214001,"SOI  KSA Warehouse",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10234001,"MHR  Jeddah  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10244001,"NAM  Jeddah  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10284001,"LGO  KSA  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10284002,"KSA NAQEL WAREHOUSE",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10286001,"LGO  Jeddah  3PL Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11000001,"UAE WAREHOUSE",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11114001,"ELC  UAE  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,11124001,"NAY  UAE  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,11134001,"MIK  UAE  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,11144001,"UAE BSN Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11150001,"JJD RAK FACTORY",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11154001,"JJD RAK Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11154002,SDGMOROCCOWAREHOUSE,Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11154003,"SDG RAK WAREHOUSE OBSOLETE",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11164001,"NYR  UAE  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,11194001,"LST  UAE  Warehouse",N,,,2020-12-02T00:00:00.000+00:00,2021-05-31T00:00:00.000+00:00
"KOJ Store",,11204001,"ULP  UAE  Warehouse",N,,,2020-12-02T00:00:00.000+00:00,2021-05-31T00:00:00.000+00:00
"KOJ Store",,11214001,"SOI  UAE  Warehouse",N,,,2020-12-02T00:00:00.000+00:00,2021-05-31T00:00:00.000+00:00
"KOJ Store",,11234001,"MHR  UAE  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,11244001,"UAE NAB Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,12110004,"ELC  Doha  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,12114001,"ELC  QTR  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,12124001,"NAY  QAT  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,12134001,"MIK  QAT  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,12164001,"NYR  Qatar  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,12184001,"BEB  QAT  Warehouse",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,12214001,"SOI  Qatar  Warehouse",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,13114001,"ELC  OMN  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,13124001,"NAY  OMN  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,13134001,"MIK  OMN  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,13164001,"NYR  OMN  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,13184001,"OMN BEB Warehouse",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,13204001,"ULP  OMN  Warehouse",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,14114001,"ELC  KWT  Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,14124001,"KWT NAY Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,14134001,"KWT MIK Warehouse",Y,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,10108001,"TBS  KSA 3rd Party  SkySales",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108002,"TBS  KSA 3rd Party  Al Nahdi Pharmacy",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108003,"TBS  KSA 3rd Party  Whites Pharmacy",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108004,"TBS  KSA 3rd Party  Lagardere",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108005,"TBS  KSA 3rd Party  Madinah Airport",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108006,"TBS  KSA 3rd Party  Haramain Train Sta",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108007,"TBS  KSA 3rd Party  Jeddah New Airport",N,,,2020-12-02T00:00:00.000+00:00,2021-10-19T00:00:00.000+00:00
"KOJ Store",,10108008,"TBS  JEDDAH  KING AAZIZ AIRPORT",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-22T00:00:00.000+00:00
"KOJ Store",,10108009,"TBS  KSA 3rd Party  Nahdi JED 10001107",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108010,"TBS  KSA 3rd Party  Nahdi JED 10001722",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108011,"TBS  JEDDAH  CORNICHE CENTER",Y,,2021-09-15T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00,2021-09-15T00:00:00.000+00:00
"KOJ Store",,10108012,"TBS  KSA 3rd Party  Nahdi JED 10001123",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108013,"TBS  KSA 3rd Party  Nahdi JED 10001106",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108014,"TBS  KSA 3rd Party  Nahdi MAD 10001306",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108015,"TBS  KSA 3rd Party  Nahdi MEC 10001207",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108016,"TBS  KSA 3rd Party  Life style",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108017,"TBS  KSA 3rd Party  Panda Pharmacy",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108018,"TBS  KSA 3rd Party  Style Center",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108019,"TBS  KSA 3rd Party  Golden Scent KSA",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108020,"TBS  KSA 3rd Party  Citruss TV",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108021,"TBS  KSA 3rd Party  Debenhams",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10108022,"TBS  KSA 3rd Party  NOON retail",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10115001,"ELC  KSA Online  Nooncom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10115002,"ELC  KSA  Souqcom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10115004,"ELC  KSA  Spriicom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10115005,"ELC  KSA  Panda",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10115006,"ELC  KSA  6TH Street",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10115007,"ELC  KSA  CARREFOURCOM",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10115009,"ELC  KSA  JOLLYCHICCOM",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10118001,"ELC  KSA 3rd Party  Tahlia Concession",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10118002,"ELC  KSA 3rd Party  Mumzworld",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10125002,"NAY  KSA  NoorZafir",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10125003,"NAY  KSA  JoiGifts",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10125004,"NAY  KSA  Namshi",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10125006,"NAY  E3P  Goldenscentcom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10128001,"NAY  KSA 3rd Party  Noon",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10135002,"MIK  KSA  Souqcom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10135003,"MIK  KSA  Resalme",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10135004,"MIK  KSA  nooncom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,10135005,"MIK  KSA  Kulcom",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,14130008,"MIK  Kuwait  Dasmah CoOp",N,,,2020-12-02T00:00:00.000+00:00,2021-06-01T00:00:00.000+00:00
"KOJ Store",,14130009,"MIK  Kuwait  Awtad Mall  Fintas",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,14130010,"MIK  Kuwait  Awtad Mall  Jahara",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
"KOJ Store",,14130011,"MIK  Kuwait  Boulevard",Y,,,2020-12-02T00:00:00.000+00:00,2020-12-02T00:00:00.000+00:00
